62	 171	83
71	 180	98
53	 169	83
78	 173	100
59	 173	90
54	 163	82
62	 168	92
60	 176	90
62	 173	89
60	 174	88
50	 164	84
66	 171	87
69	 172	90
63	 172	90
62	 175	85
65	 163	93
53	 163	85
52	 162	85
60	 167	88
67	 170	93
70	 173	94
67	 170	92
56	 170	87
68	 175	100
56	 170	85
